NID,Title,URL,Organization,Product,Issue,What you should do,Category,Recall class,Last updated,Archived,Main issue,Secondary issue,Bacteria subtype
63737,Fraser Valley Meats brand Whole Kernel Corn (frozen) recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/fraser-valley-meats-brand-whole-kernel-corn-frozen-recalled-due-salmonella,CFIA,Whole Kernel Corn (frozen),Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled product in your homeDo not consume the recalled productDo not serve, use, sell, or distribute the recalled productRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Frozen,Class 2,2021-12-18,1,Salmonella,,
63739,Aoun brand Tahineh recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/aoun-brand-tahineh-recalled-due-salmonella,CFIA,Tahineh – Ground Sesame 100%,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled product in your homeDo not consume the recalled productRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Nuts, grains, and seeds",Class 2,2021-12-18,0,Salmonella,,
63722,Alasko brand IQF (Individually Quick Frozen) whole kernel corn recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/alasko-brand-iqf-individually-quick-frozen-whole-kernel-corn-recalled-due-salmonella,CFIA,Individually Quick Frozen (IQF) whole kernel corn,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled product in your establishmentDo not consume the recalled productDo not serve, use, sell, or distribute the recalled productRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Frozen,Class 2,2021-12-14,0,Salmonella,,
63721,Taylor Farms brand Maple Bourbon Chopped Kit (salad) recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/taylor-farms-brand-maple-bourbon-chopped-kit-salad-recalled-due-salmonella,CFIA,Maple Bourbon Chopped Kit,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled product in your homeDo not consume the recalled productRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 2,2021-12-13,0,Salmonella,,
63665,Great Lakes Goat Dairy brand Herb & Garlic Goat Cheese and Aged Cheddar Goat Cheese recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/great-lakes-goat-dairy-brand-herb-garlic-goat-cheese-and-aged-cheddar-goat-cheese,CFIA,"Herb & Garlic Goat Cheese, Aged Cheddar Goat Cheese",Listeria,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled products in your homeDo not consume the recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Dairy,Class 1,2021-11-30,0,Listeria,,
63648,Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/jongilpoom-brand-enoki-mushroom-recalled-due-listeria-monocytogenes-5,CFIA,Enoki Mushroom,Listeria,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled product in your homeDo not consume the recalled productRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2021-11-25,0,Listeria,,
63646,Org hulled sesame seeds recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/org-hulled-sesame-seeds-recalled-due-salmonella,CFIA,Org hulled sesame seeds,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled product in your homeDo not consume the recalled productRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Nuts, grains, and seeds",Class 2,2021-11-24,0,Salmonella,,
63623,Certain sesame seed-containing products recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/certain-sesame-seed-containing-products-recalled-due-salmonella,CFIA,"Sesame seeds white org bulk, Salad Crunchy (Mix)",Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled products in your homeDo not consume the recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Nuts, grains, and seeds",Class 2,2021-11-20,0,Salmonella,,
63624,AlBurj brand Halawa Pistachio Extra recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/alburj-brand-halawa-pistachio-extra-recalled-due-salmonella,CFIA,Halawa Pistachio Extra,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled products in your homeDo not consume the recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Nuts, grains, and seeds",Class 2,2021-11-20,0,Salmonella,,
63619,Elan brand Organic sesame whole seeds recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/elan-brand-organic-sesame-whole-seeds-recalled-due-salmonella,CFIA,Organic sesame whole seeds,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled product in your home.Do not consume the recalled productRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Nuts, grains, and seeds",Class 2,2021-11-19,0,Salmonella,,
63621,Going Nuts brand Organic white sesame seeds recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/going-nuts-brand-organic-white-sesame-seeds-recalled-due-salmonella,CFIA,Organic white sesame seeds,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled product in your home.Do not consume the recalled productRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Nuts, grains, and seeds",Class 2,2021-11-19,0,Salmonella,,
63622,AlBurj brand and Algota brand tahina/tahini and halawa/halvah recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/alburj-brand-and-algota-brand-tahinatahini-and-halawahalvah-recalled-due-salmonella,CFIA,Tahina/tahini and halawa/halvah,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled products in your homeDo not consume the recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Nuts, grains, and seeds",Class 2,2021-11-19,0,Salmonella,,
63604,Organic sesame seeds recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/organic-sesame-seeds-recalled-due-salmonella,CFIA,Organic sesame seeds,Salmonella," If you think you became sick from consuming a recalled product, call your doctor Check to see if you have the recalled products in your home  Do not consume the recalled products Recalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more: Learn more about the health risks Sign up for recall notifications by email and follow us on social media View our detailed explanation of the food safety investigation and recall process Report a food safety or labelling concern","Nuts, grains, and seeds",Class 2,2021-11-18,0,Salmonella,,
63607,Tootsi brand Organic Hulled Sesame Seeds recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/tootsi-brand-organic-hulled-sesame-seeds-recalled-due-salmonella,CFIA,Organic Hulled Sesame Seeds,Salmonella,,"Nuts, grains, and seeds",Class 2,2021-11-16,0,Salmonella,,
63593,Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/jongilpoom-brand-enoki-mushroom-recalled-due-listeria-monocytogenes-4,CFIA,Jongilpoom brand Enoki Mushroom,Listeria,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled product in your homeDo not consume the recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2021-11-15,0,Listeria,,
63580,AlBurj brand Tahina and Halawa recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/alburj-brand-tahina-and-halawa-recalled-due-salmonella-0,CFIA,Tahina and halawa,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled products in your home or establishmentDo not consume the recalled productsDo not serve, use, sell, or distribute the recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Candy, confectionary, snacks and sweeteners - Nuts, grains, and seeds",Class 2,2021-11-11,1,Salmonella,,
63578,Certain broccoli seeds sold by Junction Microgreens recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/certain-broccoli-seeds-sold-junction-microgreens-recalled-due-salmonella,CFIA,Broccoli seeds,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled product in your homeDo not consume or use the recalled productRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Other,Class 2,2021-11-10,0,Salmonella,,
63569,Certain Broadwood Farm brand microgreens recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/certain-broadwood-farm-brand-microgreens-recalled-due-salmonella,CFIA,Certain microgreens,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled products in your homeDo not consume the recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Other,Class 2,2021-11-09,0,Salmonella,,
63570,MVP brand yellow onions recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/mvp-brand-yellow-onions-recalled-due-salmonella,CFIA,Yellow onions,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled products in your home or establishmentDo not consume the recalled productsDo not serve, use, sell, or distribute the recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fruits and vegetables,Class 1,2021-11-09,0,Salmonella,,
63571,AlBurj brand Tahina and Halawa recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/alburj-brand-tahina-and-halawa-recalled-due-salmonella,CFIA,Tahina and halawa,Salmonella,"If you think you became sick from consuming a recalled product, call your doctorCheck to see if you have the recalled products in your home or establishmentDo not consume the recalled productsDo not serve, use, sell, or distribute the recalled productsRecalled products should be thrown out or returned to the location where they were purchasedFood contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more:Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern","Candy, confectionary, snacks and sweeteners - Nuts, grains, and seeds",Class 2,2021-11-09,0,Salmonella,,
63918,Arcadia Microgreens brand Broccoli Microgreens recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/arcadia-microgreens-brand-broccoli-microgreens-recalled-due-salmonella,CFIA,Broccoli Microgreens,Salmonella,,Fresh,Class 2,2021-11-09,0,Salmonella,,
63530,"Dorsey brand, MVP brand, Pier-C brand, and Riga Farms brand Onions, Product of Mexico recalled due to Salmonella",https://recalls-rappels.canada.ca/en/alert-recall/dorsey-brand-mvp-brand-pier-c-brand-and-riga-farms-brand-onions-product-mexico,CFIA,"Onions, Product of Mexico",Salmonella,"If you think you became sick from consuming a recalled product, call your doctor.Check to see if you have the recalled products in your home or establishment. Recalled products should be thrown out or returned to the location where they were purchased. If you are unsure of the identity of the onions in your possession, check with your place of purchase.Food contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2021-11-08,1,Salmonella,,
63573,La Daria brand Burrata recalled due to generic E. coli,https://recalls-rappels.canada.ca/en/alert-recall/daria-brand-burrata-recalled-due-generic-e-coli,CFIA,Burrata,E. Coli - non-pathogenic,,Dairy,Class 2,2021-11-08,0,E. Coli,,non-pathogenic
63574,Terrafibre brand Microfarmer Kit - Broccoli recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/terrafibre-brand-microfarmer-kit-broccoli-recalled-due-salmonella,CFIA,Microfarmer Kit - Broccoli (Microgreen Broccoli),Salmonella,,Other,Class 2,2021-11-08,0,Salmonella,,
63582,Prairie Microgreens brand Microgreens - Broccoli recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/prairie-microgreens-brand-microgreens-broccoli-recalled-due-salmonella,CFIA,Microgreens - Broccoli,Salmonella,,Other,Class 2,2021-11-08,0,Salmonella,,
63002, Certain sliced mushroom products recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/certain-sliced-mushroom-products-recalled-due-listeria-monocytogenes,CFIA,Certain sliced mushroom products,Listeria,"If you think you became sick from consuming a recalled product, call your doctor.Check to see if you have the recalled product in your home. Recalled products should be thrown out or returned to the store where they were purchased.Food contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2021-11-07,0,Listeria,,
63867, Mumm's Sprouting Seeds brand Broccoli recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/mumm-s-sprouting-seeds-brand-broccoli-recalled-due-salmonella,CFIA,Broccoli seeds,Salmonella,"If you think you became sick from consuming a recalled product, call your doctor.Check to see if you have the recalled products in your home or establishment. Recalled products should be thrown out or returned to your supplier. Food contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis. Learn more about the health risks Sign up for recall notifications by email and follow us on social media View our detailed explanation of the food safety investigation and recall process Report a food safety or labelling concern",Other,Class 2,2021-11-06,1,Salmonella,,
63542,Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes,https://recalls-rappels.canada.ca/en/alert-recall/jongilpoom-brand-enoki-mushroom-recalled-due-listeria-monocytogenes-3,CFIA,Enoki Mushroom,Listeria,"If you think you became sick from consuming a recalled product, call your doctor.Check to see if you have the recalled product in your home. Recalled products should be thrown out or returned to the store where they were purchased.Food contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2021-11-03,0,Listeria,,
63551,Gordon Choice brand Red Onions recalled due to Salmonella,https://recalls-rappels.canada.ca/en/alert-recall/gordon-choice-brand-red-onions-recalled-due-salmonella,CFIA,Red Onion,Salmonella,,Fresh,Class 1,2021-11-03,0,Salmonella,,
63004,Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes ,https://recalls-rappels.canada.ca/en/alert-recall/jongilpoom-brand-enoki-mushroom-recalled-due-listeria-monocytogenes-2,CFIA,Enoki Mushroom,Listeria,"If you think you became sick from consuming a recalled product, call your doctor.Check to see if you have the recalled product in your home. Recalled products should be thrown out or returned to the store where they were purchased.Food contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2021-10-28,0,Listeria,,
63003,  Goodfood brand Onions recalled due to Salmonella ,https://recalls-rappels.canada.ca/en/alert-recall/goodfood-brand-onions-recalled-due-salmonella,CFIA,Onions,Salmonella,"If you think you became sick from consuming a recalled product, call your doctor.Check to see if you have the recalled products in your home or establishment. Recalled products should be thrown out or returned to the location where they were purchased. If you are unsure of the identity of the onions in your possession, check with your place of purchase.Food contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2021-10-27,0,Salmonella,,
63000,"  Gwillimdale Farms brand Onions, Product of Mexico recalled due to Salmonella ",https://recalls-rappels.canada.ca/en/alert-recall/gwillimdale-farms-brand-onions-product-mexico-recalled-due-salmonella,CFIA,Onions,Salmonella,"If you think you became sick from consuming a recalled product, call your doctor.Check to see if you have the recalled products in your home or establishment. Recalled products should be thrown out or returned to the location where they were purchased. If you are unsure of the identity of the onions in your possession, check with your place of purchase.Food contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2021-10-22,0,Salmonella,,
63545,"Whole raw onions (red, yellow, and white) exported by Prosource Produce LLC, produce of the state of Chihuahua, Mexico recalled due to Salmonella",https://recalls-rappels.canada.ca/en/alert-recall/whole-raw-onions-red-yellow-and-white-exported-prosource-produce-llc-produce-state,CFIA,"Whole raw onions (red, yellow, and white)",Salmonella,"If you think you became sick from consuming a recalled product, call your doctor.Check to see if you have the recalled products in your home or establishment. Recalled products should be thrown out or returned to the location where they were purchased. If you are unsure of the identity of the onions in your possession, check with your place of purchase.Food contaminated with Salmonella may not look or smell spoiled but can still make you sick. Young children, pregnant women, the elderly and people with weakened immune systems may contract serious and sometimes deadly infections. Healthy people may experience short-term symptoms such as fever, headache, vomiting, nausea, abdominal cramps and diarrhea. Long-term complications may include severe arthritis.Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern",Fresh,Class 1,2021-10-21,1,Salmonella,,
62994,  Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes ,https://recalls-rappels.canada.ca/en/alert-recall/jongilpoom-brand-enoki-mushroom-recalled-due-listeria-monocytogenes-1,CFIA,Jongilpoom brand Enoki Mushroom,Listeria,,Food,Class 1,2021-10-14,0,Listeria,,
62989,  Jongilpoom brand Enoki Mushroom recalled due to Listeria monocytogenes ,https://recalls-rappels.canada.ca/en/alert-recall/jongilpoom-brand-enoki-mushroom-recalled-due-listeria-monocytogenes-0,CFIA,Jongilpoom brand Enoki Mushroom,Listeria,,Food,Class 1,2021-09-29,0,Listeria,,
62990,  Gosselin Smokehouses brand Maple Smoked Salmon recalled due to Listeria monocytogenes ,https://recalls-rappels.canada.ca/en/alert-recall/gosselin-smokehouses-brand-maple-smoked-salmon-recalled-due-listeria-monocytogenes,CFIA,Gosselin Smokehouses brand Maple Smoked Salmon,Listeria,,Food,Class 1,2021-09-29,0,Listeria,,
62992,  Gosselin Smokehouses brand Honey Smoked Salmon recalled due to Listeria monocytogenes ,https://recalls-rappels.canada.ca/en/alert-recall/gosselin-smokehouses-brand-honey-smoked-salmon-recalled-due-listeria-monocytogenes,CFIA,Gosselin Smokehouses brand Honey Smoked Salmon,Listeria,,Food,Class 1,2021-09-29,0,Listeria,,
62985,  European Butcher brand Smoked Pork Hock recalled due to Listeria monocytogenes ,https://recalls-rappels.canada.ca/en/alert-recall/european-butcher-brand-smoked-pork-hock-recalled-due-listeria-monocytogenes,CFIA,European Butcher brand Smoked Pork Hock,Listeria,,Food,Class 1,2021-09-24,0,Listeria,,
62986,  Unisoya brand Organic Tofu - Fine Herbs recalled due to Listeria monocytogenes ,https://recalls-rappels.canada.ca/en/alert-recall/unisoya-brand-organic-tofu-fine-herbs-recalled-due-listeria-monocytogenes,CFIA,Organic Tofu - Fine Herbs,Listeria," If you think you became sick from consuming a recalled product, call your doctor.Check to see if you have the recalled product in your home. Recalled products should be thrown out or returned to the store where they were purchased.Food contaminated with Listeria monocytogenes may not look or smell spoiled but can still make you sick. Symptoms can include vomiting, nausea, persistent fever, muscle aches, severe headache and neck stiffness. Pregnant women, the elderly and people with weakened immune systems are particularly at risk. Although infected pregnant women may experience only mild, flu-like symptoms, the infection can lead to premature delivery, infection of the newborn or even stillbirth. In severe cases of illness, people may die.Learn more about the health risksSign up for recall notifications by email and follow us on social mediaView our detailed explanation of the food safety investigation and recall processReport a food safety or labelling concern    ",Other,Class 1,2021-09-24,0,Listeria,,
